ten_quan,url_goc,diem_review,noi_dung
Cô Năm - Bánh Xèo Miền Tây,https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,7.0,"Quán nằm trong một con hẻm nhỏ trên đường Trần Hưng Đạo. Lúc chạy vào hẻm nếu ko để ý kỹ cũng ko thấy quán ở đâu.

Lúc vừa đến thì thấy quán hơi bé, văng vắng và ko dc sạch sẽ lắm, 1 trong 2 chị chủ thì hơi “thẳng tính”.

Mình order gỏi cuốn và bánh khọt ăn thử. Gỏi cuốn ăn bình thường, còn riêng bánh khọt ăn khá là ngon, phía trên có thêm 1 ít nước cốt dừa ăn beo béo, thích quá nên bọn mình phải kêu thêm 1 phần bánh khọt nữa.

Chị chủ thấy bọn mình khen bánh khọt ngon cũng vui và nhiệt tình hẳn lên.

Ngoài bánh xèo, bánh khọt, gỏi cuốn này nọ thì quán còn bán thêm mì xào, nui xào các thứ.

Nếu như chị chủ quán chịu khó bày trí dọn dẹp quán lại cho sạch sẽ gọn gàng hơn thì mình nghĩ chắc sẽ có nhiều người ghé quán hơn."
Cô Năm - Bánh Xèo Miền Tây,https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,5.6,"Chiều đi học không biết ăn gì, lượn lờ foody nên mình chonj quán này ăn thử
Quán khá dễ tìm, có bánh khọt, bánh xèo, gỏi cuốn, cơm bò xào
Rau khá ngon và nhiều, cô chủ cũng rất vui vẻ khi mình xin loại rau khác
Bánh xèo chiên ngay jhi mình gọi, nóng hổi luôn, nhưng điểm trừ là để ngay vô dĩa nhựa
Quán free trà đá luôn, mình khá thích điểm này, trong hình là bánh xèo, mình tính tiền hết 30k
Lần sau sẽ quay lại để thử mấy món khác"
Cô Năm - Bánh Xèo Miền Tây,https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,8.0,"Mình ăn 1 bánh xèo với 1 dĩa bánh khọt giá 60.000 cho tổng 2 dĩa. Bánh xèo giòn, nhân tôm với giá rất ngon. Bánh khọt thì có nước cốt dừa vừa béo ăn có hậu rất thích.
Điểm hạn chế là chỗ hơi khó tìm, do số nhà không có nên chỉ thấy xe bánh mới biết đúng chỗ."
Cô Năm - Bánh Xèo Miền Tây,https://www.foody.vn/ho-chi-minh/co-nam-banh-xeo-mien-tay,7.4,"Không những bánh xèo, bánh khọt rất ngon, rau sống có nhiều loại và rất sạch, nước chấm thì khỏi phải chê luôn.  Cô chủ người miền tây rất thân thiện và vui vẻ. Gía cả bình dân không quá đắc so với những quán khác ở quận 1. Được giữ xe miễn phí, nhưng số lượng có hạn."
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,10,"Nước chấm ngon, mình thấy bánh hỏi chuẩn vị như ở quê mình ( bánh hỏi BÌnh Định ) lòng càng nhai càng ngọt nói chung ngon từ cái nc chấm đến miếng lòng"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,9.6,"Giá cả hợp lý, hương vị rất tuyệt nha mng!!! Cô chủ tư vấn nhiệt tình, dễ thương lắm ạ!!"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,8.8,Quán Ngon quá chời đỡ nhớ quê mù co vic này
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,8.0,Đã order ăn thử và rất hài lòng về chất lượng của quán . Quán cũng làm rất vệ sinh và kĩ lưỡng về món . Toàn đồ tươi . Nước chấm cũng rất đặc trưng nha . Nên ăn thử để biết thêm nhiều hơn :)))
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,10,"❤️❤️❤️ ngon, chất lượng, giá mình đã ăn rất nhiều chỗ nhưng chỗ đây là thấy ngon sạch sẽ và chất lượng nhất, cô chủ thì rất nhiệt tình. Sẽ ủng hộ quán thêm nhiều lần nữa ❤️❤️❤️🥰🥰🥰🥰❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,10,"Quán không gian sạch sẽ , đồ ăn ngon giá hợp lý, ngay q1 nên gần mọi người nên ghé ăn thử . M"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,9.6,"Đồ ăn sạch sẽ, vị vừa, ngon
Phục vụ chu đáo, nhiệt tình"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,8.6,"Sạch mà ngon lắm nha, phèo ăn ko có bị đắng như nhiều chỗ mình hay ăn, rất tươi ngon, ai còn băn khoăn thì yên tâm, tui cũng khó khăn trong ăn uống, mà thấy chỗ này làm ngon thật sự...sẽ tiếp tục ủng hộ..😍😍😍😍"
Bếp Cô Ba Gia Lai - Bánh Hỏi Cháo Lòng,https://www.foody.vn/ho-chi-minh/bep-co-ba-gia-lai-banh-hoi-chao-long,8.8,Ngon lắm luôn
Dì Bấu QUÁN - Bún Thịt Nướng & Bún Chả Giò - 370/16 Võ Văn Kiệt,https://www.foody.vn/ho-chi-minh/di-bau-quan-bun-thit-nuong-bun-cha-gio-370-16-vo-van-kiet.l3d1ao,9.4,"Ăn từ lúc quán chưa bán app, đến nay sau dịch đã mở bán trên app. Một phần ăn chất lượng, phù hợp với giá tiền. Hương vị vẫn ngon như mọi lần!"
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,1.0,"Nay dẫn con gái đến cho con ăn chiều để đi học tiếp. Vào quán bé kêu 1 dĩa bánh cuốn, nhân viên hỏi lấy giá không, bé con mình nói không. Vậy là quán bưng cho 1 dĩa chỉ có hành phi và 4 cuốn (không có chả vì mình nghĩ chắc quán đây người ta bán vậy). Thấy 4 cuốn ít quá mình nói con có kêu thêm ăn no để đi học, con nói ăn vậy được rồi học về nhà ăn tiếp. Trong lúc chờ thì mình xin nhờ sạc điện thoại giúp vì máy hết sạch pin mà cần nt xíu. Ông chủ (lùn mập) nói lớn ở đây không phục vụ sạc điện thoại. Mình nói em biết vậy nhưng em chỉ nhờ sạc chút xíu trong lúc chờ con ăn chứ có sạc hoài đâu và cũng cần lắm em mới nói nhờ. Rồi cuối cùng cũng xin được sạc pin mà thấy trong lòng không vui. Lúc tính tiền thấy cũng không vui tiếp vì có 4 cuốn không chả, không giá và 1 cái khăn mà tính 54k. Nếu có đủ thì ok đằng này đúng 4 cuốn và hành phi mà chắc giá 50k (trừ khăn) thì như vậy quá mắc. Thề là không bao giờ quay lại vì thái độ của ông chủ và vì giá không tương xứng với chất lượng."
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,3.4,Not good. Service unfriendly.
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,1.0,"Vừa dở vừa mắc, thịt thì còn để nguyên cả tảng không thèm băm"
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,4.8,"Bánh cuốn 52k, siêu nhiều nhân nhưng mà nhân thịt xào, khô queo nhai mỏi cả răng. Ăn dở ẹc vì quá khô, quá dai. Chưa kể dựng xe ngay lề, ngồi bàn sát lề cách 1 bước chân, lúc đi ra bị tính thêm 5k tiền xe. Ủa alo??? Biết thế nói bảo vệ để tự trông chứ xe chình ình ngay mặt còn phải trả 5k. Một lần ăn và không bao giờ quay lại."
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,1.0,"Tôi luôn muốn mua hàng văn minh, xếp hàng, tôi đến mua thì ông chủ (lùn mập) quay người vào trong chỉ đạo nhân viên, tôi kiên nhẫn chờ, vài phút sau thì có người chạy tới gọi í a í ới, thế là ông chủ chạy ra hỏi mua gì, tôi đã nhắc khéo tôi đợi nãy giờ nhưng ông ta lại ko nghe mà còn bảo tôi chờ, tôi tính mua 8 hộp mà thôi giảm còn 5 hộp, cũng tốn 300k, tính bỏ luôn rồi chứ, giờ mà còn chấp nhận văn hóa không xếp hàng thì đáng 1 sao lắm, mà quán này cũng chẳng quan tâm đánh giá đâu."
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,3.0,"Sau dịch tôi đặt mua từ grab không được, mua từ now cũng không được, phải chạy ra mua, tôi giơ 2 bàn tay 5 ngón, 4 ngón, bảo 2 bịch, nhân viên vẫn chạy ra hỏi mua mấy bánh, tôi nói 9 bánh, đặt trong 2 bịch, rồi nhân viên lại hỏi mỗi bịch mấy bánh, tôi nói 5, 4, rồi nhân viên hỏi có ớt không, tôi nói ớt để riêng, lấy hàng về tôi giao bịch 4 bánh cho má tôi rồi tôi chạy về nhà với bịch 5 bánh, mở ra không thấy ớt, lạ sao nhân viên thiếu đầu óc thế nhỉ, mình đã nói 2 bịch thì phải hiểu là 2 nhóm người khác nhau ăn chứ, làm bao nhiêu năm rồi, 1 sao được không ?"
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,6.4,"Mình vừa mới order thì thấy giao khá nhanh, có điều giao đến thì cũng hơi nguội. Có xin thêm ớt được cho quá trời ớt luôn. Shipper lịch sự. Món ăn cũng ổn mà giá ngày càng lên :("
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,7.0,Bánh cuốn Tây Hồ rất ngon!Giá có mắc và tình trạng giữ xe lấy tiền cao có từ 40 năm nay rồi.Bạn nào chê dỡ là không biết ăn rồi.
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,5.0,Giá quá đắt mà ăn thì lại dở. Vỏ bánh cuốn quá dày. Nhân thịt lại ít mà nêm nếm cũng k ngon nữa. Nói chung ăn 1 lần cho biết vì thấy quán cũng có tiếng chứ đắt mà chất lượng tệ thế này sẽ k có lần sau.
Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/banh-cuon-tay-ho-dinh-tien-hoang,9.6,"Mình nói ngắn gọn thôi. Quán chăm chút và kỹ lưỡng đến tận cái miếng hành phi thì không có cái lý nào ở góc 2 mặt tiền, ngay trung tâm Sài Gòn, ăn uống ngon lành sạch sẽ lại phải lấy cái giá bình dân được. 4k gửi xe với 2 chú bảo vệ canh xe cho mình an tâm ăn uống thì mình chả thấy gì là tiếc ^^"
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,7.6,"Quán nằm trong hẻm lớn dễ tìm, san sát gần đó cũng có nhiều quán ăn và cafe nữa nên cũng tiện ăn uống kết hợp. Không gian quán chia làm trệt và lầu, không lớn nhưng khá thoáng mát, chỗ ngồi thoải mái, không bị hầm bí. Nhưng đó là cuối tuần còn nghe nói các ngày trong tuần dân văn phòng đến ăn trưa đông, bếp hoạt động liên tục nên vào quán sẽ hơi bị ám mùi. Giá không rẻ nhưng cũng không mắc so với mặt bằng chung, được cái giá tương đương chất lượng. 1 phần bún chả đầy đặn nhiều thịt, nhiều chả; chả giò; bánh tôm ăn đều ổn; rau sạch và tươi; nước mơ uống ok, cam thì cho hơi nhiều đường quá. Vị nói chung ăn giống vị bún chả ngoài Bắc. Giữ xe miễn phí."
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,6.4,"Mình đọc review chấm điểm thấy cũng khá nên kỳ vọng hơi nhiều. Đến khi ăn thì thất vọng quá. Nước chấm nhàn nhạt không rõ vị. Thịt không có độ mướt và tẩm ướp cũng không nổi bật. Nhân nem thì bở bột, vỏ hơi dày. Chất lượng nhìn chung là bình thường."
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,8.4,"Quán trong ngõ, nhưng luôn đông khách.
Hương vị thuần Bắc, rất thơm ngon!
Nhân viên vui vĩ, nhiệt tình. Phục vụ rất nhanh.
Có chổ gữi xe ( quán trả phí) rất an tâm.***chủ quán là dân gốc Bắc, cựu Giảng Viên Đại Học nói chuyện rât duyên!
Về thức ăn thì không biết các***khó tính thì sao chứ còn em thì thấy nó ngon cực!
Từ chén thịt nướng, đến chả giò (nem ráng), cho đến miếng xào cua, cứ gọi là ngon tuyệt.
Nếu đi xe gắn máy thì có bảo vệ khu phố giữ (miễn phí - quán sẽ đưa phiếu trả tiền thay cho khách)"
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,6.2,"Mình ăn quán này từ xưa rồi, từ lúc còn ở chi nhánh cũ cơ. Quán bán bún chả siêu nhiều thịt, có giả giò ngon nhất từ trước tới giờ mình được ăn.
Một phần 45k, chả giò 12k, bún thêm 15k/ phần. Gửi xe 2k nữa nha."
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,1.4,"Đặt mua bún chả Hà Nội tuy nhiên k có nước lèo kèm theo, chỉ có nước mắm như bún thịt nướng. Quán treo đầu dê bán thịt chó, trên apps của Grab thì đăng ảnh khác, Grab đưa đồ đến thì k đúng với trên menu, gọi lên thì quán nói bún chả Hà Nội k có nước lèo ăn kèm. K bao giờ giới thiệu cho ai ăn quán này nữa"
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,5.6,Mình đăng trên Now nói chung ít và leo que :(
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,3.4,Phục vụ quá kém . Mua hai phần mang về ko hề có nước ăn chung .
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,1.0,"Trước khi mình quyết định ra đây mua cũng đã tham khảo một số review trước trên foody chê quán bẩn, nhưng thật sự chưa bao giờ nghĩ đến cái mức kinh khủng như thế này. Khoan nói về sự bẩn, mình sẽ nói về khẩu vị cá nhân của mình, mình mua về 3 suất và 6 nem, xem ảnh thấy quán rán nem có vẻ khá chuẩn bắc nên qua mua thử về ăn xem như thế nào, thì xin thưa là bún chả HN, mình là ng HN và từ bé đến lớn mình chưa ăn cái bún chả và nem nào ở HN chán như ở cái chỗ này. bánh đa quá dày và ngấm dầu, dai, ăn cực ngấy, bún sợi to, chả thì như là rán lên chứ ko phải nướng. Và điều quan trọng nhất là ĐƯỢC ĂN BÚN CHẢ KÈM VỚI RUỒI (HOẶC BẤT KÌ MỘT CON KINH KHỦNG NÀO Ở ẢNH DƯỚI ?!?) 
Thật sự các bạn bán cái đống này với giá 198k kèm theo một con ruồi như thế này mà các bạn không thấy day dứt lương tâm à? ăn đc một miếng xong nhìn thấy con ruồi mà chỉ muốn nôn hết cái đống vừa nuốt trôi ra, quá là kinh hãi luôn và tạm biệt không hẹn ngày gặp lại nhé, làm ăn thế này thì nể các bạn quá rồi"
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,7.6,"Chất lượng vẫn tuyệt đối như cũ. Bún chả quá trời thịt, 3 miếng nem luôn, chả giò cuốn chắc tay, nhân nhiều, nóng hổi, giòn rụm. Ăn 1 phần là nứt bụng luôn đó.

Giá có lên tí 42k/p, chả giò 12k/c"
Bún Chả Hà Nội 26,https://www.foody.vn/ho-chi-minh/bun-cha-ha-noi-26,5.0,"Mình order 1 bún chả mà về thì nhận được bún với 3 cây chả giò...mình chưa ăn thử, có thể cũng không đến nỗi dở nhưng cảm thấy không hài lòng vì đó không phải món mình trả tiền để ăn.
Lần sau sẽ thử lại nhưng nếu vẫn như cũ thì đúng là treo cái này bán cái kia rồi....nhưng hy vọng chỉ là nhầm lẫn của nhân viên bán hàng...."
Quán Thúy 94 - Miến Cua,https://www.foody.vn/ho-chi-minh/mien-cua-94,7.4,"Rất nhiều thịt cua luôn,có gạch cua nữa 1 tô cháo rất chất lượng luôn, nguyên liệu rất xưng đáng(nhưng phần nêm nếm nếu chủ quán để ít bột ngọt hơn sẽ rất hoàn hảo,mình ăn cảm giác rất nhiều bột ngọt luôn k phải nhiều bình thường.hay hôm nay lỡ tay mình cũng k bít nữa.ăn hơi nhợn nhợn vì bột ngọt quá nhiều."
Quán Thúy 94 - Miến Cua,https://www.foody.vn/ho-chi-minh/mien-cua-94,5.2,"Ăn mấy lần
Cơm chiên ngon nhưng có 1 vấn đề lớn là nhiều miếng cua để lâu ngày bị hôi ăn bị thối và gạch thì bị tanh
Ăn lần nào cũng gặp thịt cua để lâu ngày"
Quán Thúy 94 - Miến Cua,https://www.foody.vn/ho-chi-minh/mien-cua-94,1.0,"Đặt mua cua tôm mà lại giao cho cua không. Thật sự rất không hài lòng. Vừa mất tiền vừa không vui. Không hẹn lần sau!
Cua thì khô, không ngon."
