ten_quan,diem_trung_binh,dia_chi,gio_mo_cua,gia_ca,lat,lon,url_anh,diem_Không gian,diem_Vị trí,diem_Chất lượng,diem_Phục vụ,diem_Giá cả,thuc_don,url_goc
Mì Trộn Cả Thế Giới - Mì Trộn Indo Full Topping & Ăn Vặt - Minh Phụng Quận 11,_._,"528/10 Minh Phụng, P. 9, Quận 11, TP. HCM",Chưa mở cửa  07:00 - 21:30,Đang cập nhật,10.7623989000000,106.6452005000000,https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m6qev1hju1sxd9,--,--,--,--,--,Mì trộn đầy đủ topping không có bò (50.000đ) | Mì trộn xúc xích đậu phô mai chả cá mặt cười cá viên bò viên viên cua (40.000đ) | Mì trộn xúc xích  bánh bao viên cua hoàng đế (37.000đ) | Chả cá mặt cười thêm 1 viên (2.000đ) | Bò viên thêm (5.000đ) | Cá viên thêm (5.000đ) | Xúc xích thêm 1 cay (7.000đ) | Viên thả lẩu tím răng mực 1 viên (3.000đ) | Viên cua thêm 1 viên (2.500đ) | Mì trộn  đầy đủ topping không trứng (45.000đ) | Đậu hũ phô mai thêm 1 viên (4.000đ) | Bánh bao thêm 1 viên (3.000đ) | Viên thả lẩu xanh lá 1viên (3.000đ) | WARRIOR nho (17.000đ) | STING (17.000đ) | Sá xị (17.000đ) | fANTA (17.000đ),https://www.foody.vn/ho-chi-minh/mi-tron-ca-the-gioi-mi-tron-indo-full-topping-an-vat-minh-phung-quan-11
CHAGEE - Phan Xích Long,_._,"181 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  07:00 - 21:30,Đang cập nhật,10.7982390000000,106.6880740000000,https://down-vn.img.susercontent.com/vn-11134259-820l4-mee5ufat8cu99e,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/chagee-phan-xich-long
Like Cafe - Võ Văn Kiệt,_._,"728 - 730 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",Chưa mở cửa  07:00 - 22:00,20.000đ - 35.000đ,10.7526700000000,106.6816790000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaw677pjh7de0,--,--,--,--,--,Soda Hoa Đậu Biệc (29.000đ) | Soda Việt Quất (29.000đ) | Nước Suối (15.000đ) | Soda Lon (15.000đ) | Thạch Dừa Chanh Dây (29.000đ) | Vải Tắc Hạt Chia (29.000đ) | Soda Dâu Tây (29.000đ) | Thơm Ép (29.000đ) | Cam Ép (29.000đ) | Ổi Ép (29.000đ) | Chanh Dây (29.000đ) | Dưa Hấu (29.000đ) | Cóc Ép (29.000đ) | Chanh (29.000đ) | Café Đen Đá (20.000đ) | Bạc Xỉu Đá (22.000đ),https://www.foody.vn/ho-chi-minh/like-cafe-vo-van-kiet
Cối Coffee - Trường Sa,5.4,"8B Trường Sa, P. 17, Quận Bình Thạnh, TP. HCM",Đang mở cửa  00:01 - 23:59,18.000đ - 40.000đ,10.7927370000000,106.7050070000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa7idaby8k939,6.0,5.5,5.5,5.5,4.5,,https://www.foody.vn/ho-chi-minh/coi-coffee-truong-sa
Yummy Yummy - Ăn Vặt Thủ Đức,_._,"49/7E Đường Số 22, P. Phước Long B, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  08:00 - 22:00,Đang cập nhật,10.8282366000000,106.7781383000000,https://down-vn.img.susercontent.com/vn-11134259-820l4-meqtza4etwjrd4,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/yummy-yummy-an-vat-thu-duc
Bún Bò Cô Hạnh Quận 11 (Không Chi Nhánh),_._,"190 - 192 Hà Tôn Quyền, P. 6, Quận 11, TP. HCM",Chưa mở cửa  07:00 - 21:30,Đang cập nhật,10.7590527000000,106.6527731000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m3dst4kbax414b,--,--,--,--,--,Dụng cụ ăn uống (3.000đ) | Bún bò xương nạm chả (87.000đ) | Bún xương bò (80.000đ) | Bún bò nạm chả (74.000đ) | Chả Heo Tận Lò Quảng Ngãi (0.5 kg) (160.000đ) | Bún bò tái nạm chả (87.000đ) | Bún bò giò nạm chả (87.000đ) | Bún bò nạm gân (74.000đ) | Bún bò xương nạm (80.000đ) | Bún bò tái nạm (74.000đ) | Bún bò xương chả (80.000đ) | Bún bò tái (68.000đ) | Bún bò nạm (68.000đ) | Bún bò giò heo (74.000đ),https://www.foody.vn/ho-chi-minh/bun-bo-co-hanh-quan-11-khong-chi-nhanh
Cháo Ếch Geylang A Bảo - Quận 12,_._,"92/68 Vườn Lài, P. An Phú Đông, Quận 12, TP. HCM",Chưa mở cửa  08:00 - 22:00,Đang cập nhật,10.8532756000000,106.6887760000000,https://down-vn.img.susercontent.com/vn-11134259-7ras8-mdeflix33pgs8e,--,--,--,--,--,Cơm ếch phần 2con(phần lớn)+ tặng 1chai sâm lạnh (89.100đ) | Cơm ếch phần 3con ( đặc biệt)+ tặng 1 chai sâm lạnh (116.100đ) | Cơm bò sốt tiêu xanh 200g ( phần lớn )+ tặng 1 chai sâm lạnh (89.100đ) | Bánh mì bò sốt tieu xanh 200g ( phần lớn )+ tặng 1 chai sâm lạnh (89.100đ) | Đĩa rau củ  ! (18.000đ) | Cháo ếch 2con + 1 rau luộc+ 1 chai nước sâm (107.100đ) | Cháo ếch 3 con + 1 rau luộc+ 1 nước sâm (134.100đ) | Cháo ếch phần 1con (59.000đ) | Cháo ếch 2 con ( phần lớn)+ tặng 1 chai sâm lạnh (89.100đ) | Cháo ếch 3con ( đặc biệt)+ tặng 1 chai sâm lạnh (116.100đ) | Cơm ếch phần 1con (59.000đ) | Cơm ếch phần 2con(phần lớn)+ tặng 1chai sâm lạnh (89.100đ) | Cơm ếch phần 3con ( đặc biệt)+ tặng 1 chai sâm lạnh (116.100đ),https://www.foody.vn/ho-chi-minh/chao-ech-geylang-a-bao-quan-12
Cháo Hàu - Thành An - Quận 3,_._,"167A Đỗ Thị Lời, Quận 3, TP. HCM",Chưa mở cửa  06:00 - 11:00,Đang cập nhật,10.7868486000000,106.6717815000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mepu8x66ty4i49,--,--,--,--,--,Cháo hàu (35.000đ) | Cháo thịt bằm (35.000đ) | Cháo thập cẩm (55.000đ) | Cháo hột vịt lộn (38.000đ) | Cháo bò viên (35.000đ),https://www.foody.vn/ho-chi-minh/chao-hau-thanh-an-quan-3
Kem Aice - Tân Phú,_._,"11/13 Đỗ Thừa Luông, P. Tân Quý, Quận Tân Phú, TP. HCM",Đang mở cửa  06:00 - 23:59,13.000đ - 300.000đ,10.7918600000000,106.6185430000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m1j8d4c3p6j7f3,--,--,--,--,--,Tặng Ngẫu Nhiên (1đ) | Kem Dưa Hấu (1.000đ) | Combo 10 đá gel lạnh 500g (95.000đ) | Đá Gel Giữ Lạnh 500g (1.000đ) | Kem Trái Cây Joyday (18.500đ) | Kem Bắp Joyday (12.000đ) | Kem Ly Sữa Lắc Vani Joyday (17.000đ) | Kem Bánh Quy Kem Giòn (19.000đ) | Kem bắp (12.000đ) | Kem socola sữa (10.000đ) | Kem Dâu Giòn Aice (13.000đ) | Kem socola giòn (15.000đ) | Kem Cà Phê Giòn (12.000đ) | Kem Dưa Hấu (10.000đ) | Kem Dưa Lưới (10.000đ) | Kem Trái Cây Lốc Xoáy (13.000đ),https://www.foody.vn/ho-chi-minh/kem-aice-tan-phu
Espy Pizza - Võ Văn Kiệt - Shop Online,6.9,"233/2A Võ Văn Kiệt, P. Cô Giang, Quận 1, TP. HCM",Chưa mở cửa  11:00 - 22:30 | 15:00 - 22:30,45.000đ - 55.000đ,10.7607980000000,106.6944660000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9uobjngesb71,7.2,7.2,7.0,6.7,6.6,,https://www.foody.vn/ho-chi-minh/espy-pizza
Market Coffee - Thảo Điền,_._,"57 Thảo Điền, P. Thảo Điền, Quận 2, TP. HCM",Chưa mở cửa  06:00 - 22:00,20.000đ - 50.000đ,10.8061920000000,106.7352190000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwd3usalqw2j02,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/market-coffee-thao-dien
Xiên Nướng Bùi Viện,_._,"84 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Chưa mở cửa  14:00 - 23:00,20.000đ - 100.000đ,10.7672211196399,106.6932135169429,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhwn65hnv894a,--,--,--,--,--,Chân gà (27.000đ) | Sườn nướng muối ớt (40.000đ) | Bạch tuột nướng sa tế (129.000đ) | Mề gà (15.000đ) | Đậu bắp nướng (25.000đ) | Cánh gà nướng (27.000đ),https://www.foody.vn/ho-chi-minh/xien-nuong-bui-vien
Heritage Bùi Viện,8.2,"207 Bùi Viện, Quận 1, TP. HCM",Đang mở cửa  09:00 - 01:00,30.000đ - 100.000đ,10.7655135000000,106.6905392000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhxslj5brob1c,9.0,8.0,8.0,8.0,8.0,,https://www.foody.vn/ho-chi-minh/heritage-bui-vien
Bánh Tráng Muối Tỏi & Dừa Tắc Quận 10 - Hòa Hưng,_._,"83/14E Hòa Hưng, P. 12, Quận 10, TP. HCM",Chưa mở cửa  08:00 - 21:00,Đang cập nhật,10.7788748000000,106.6752642000000,https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m6ku9kxk84ew83,--,--,--,--,--,Bánh Tráng Cuộn  /Chấm Sốt  Bơ Me (35.000đ) | Dừa Tắc Xí Muội + Hạt Đác (30.000đ) | Dừa Tắc  Xí Muội (28.000đ) | Trà Chanh Tươi Mật Ông (25.000đ) | Hồng  Trà (22.000đ) | Trà Đào Lắc (25.000đ) | Trà Tắc Xí Muội + Mật Ông (25.000đ) | Trà Dâu Lắc (25.000đ) | Trà Dâu Lắc + Trân Châu Trắng (28.000đ) | Hồng Trà  Trân Châu (25.000đ) | Trà Đào + Trân Châu  Đào (28.000đ) | Trà Vải + Trân Châu Trắng (28.000đ) | Trà Mãng  Cầu + Tran  Châu Trắng (28.000đ) | Dừa tắc Trân  Châu Trang (30.000đ) | Bánh Tráng Satế  Hành Phi Mỡ Hành Trứng Cút (28.000đ) | Trà Việt Quốc Trân Châu (28.000đ) | Nước Ngọt STing kèm ly đá (20.000đ) | Nước Ngọt Pepsi kèm ly đá (20.000đ),https://www.foody.vn/ho-chi-minh/banh-trang-muoi-toi-dua-tac-quan-10-hoa-hung
Xôi Ghẹ 192 Quận 6 - Phạm Văn Chí,_._,"200 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",Đang cập nhật,Đang cập nhật,10.7452846000000,106.6468465000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-mbib5gr8ybes9e,--,--,--,--,--,Combo Xôi Ghẹ đặc biệt + Mai Cua Phô Mai (125.000đ) | Combo Xôi Ghẹ - Hải Sản + Mai Cua Phô Mai (145.000đ) | Xôi Ghẹ - Hải Sản Vỏ Giòn (75.000đ) | Xôi Ghẹ - Hải Sản Vỏ Giòn Đặc Biệt (95.000đ) | Hải Sản Thêm (30.000đ) | Xôi Ghẹ Vỏ Giòn (55.000đ) | Xôi Ghẹ Vỏ Giòn Đặc biệt (75.000đ) | Ghẹ Thêm (30.000đ) | Pate gạch ghẹ (25.000đ) | Mai Cua Phô Mai Đút Lò (55.000đ) | Xôi thêm (25.000đ) | Nuoc sam hat chia (14.000đ),https://www.foody.vn/ho-chi-minh/xoi-ghe-192-quan-6-pham-van-chi
COCO SUMMER Desserts - Quận 7,7.0,"27/11 Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",Chưa mở cửa  09:00 - 21:00,10.000đ - 180.000đ,10.7371087000000,106.7291093000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu3ynp2rst5fd,7.4,7.4,7.1,6.8,6.3,Trái Cây Dầm - Sữa Chua Vinamilk (45.000đ) | Trái Cây Dầm - Sữa Chua Dẻo (45.000đ) | Chè Khúc Bạch Thập Cẩm (38.000đ) | Chè Dừa Thập Cẩm Coco (38.000đ) | Rau câu sơn thuỷ - M (50.000đ) | Bánh Bò - 2 Lát (50.000đ) | Chè Bưởi Coco - Size M (40.000đ) | Chè Khúc Bạch (25.000đ) | Bánh Dân Gian-Set nhỏ (95.000đ) | Combo bánh da lợn 2 khoanh + 1 Nước ép (59.000đ) | Combo bánh da lợn 6 khoanh + 2 Nước ép (139.000đ) | Bánh Dân Gian-Set vừa (150.000đ) | Rau câu sơn thuỷ - L (80.000đ) | Rau Câu Sơn Thủy - S (30.000đ) | Flan Cheese - 600gram (110.000đ) | Bánh Flan 2 Vị (35.000đ),https://www.foody.vn/ho-chi-minh/coco-summer-desserts-quan-7
27 Cafe - Phạm Văn Đồng,_._,"27 Phạm Văn Đồng, Quận Gò Vấp, TP. HCM",Chưa mở cửa  09:00 - 22:00,20.000đ - 50.000đ,10.8148540000000,106.6800870000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwagpr2c5yhn5c,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/27-cafe-pham-van-dong
StarMoon Cafe - Bùi Viện,8.1,"207B001 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Đang cập nhật,15.000đ - 72.000đ,10.7656360000000,106.6906790000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbuwgq1m31703,8.8,8.3,8.3,8.0,7.3,,https://www.foody.vn/ho-chi-minh/starmoon-cafe
"HỦ TIẾU CÁ, BÚN CÁ CHIÊN GIÒN & CƠM KHOAI MÔN - QUẬN 6",_._,"83 Đường 26, P. 10, Quận 6, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.7422755000000,106.6288440000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mf8bslya6hhq00,--,--,--,--,--,Cháo Thập Cẩm (60.000đ) | Cháo Thịt Bằm (40.000đ) | Cháo Cá (50.000đ) | Combo 1 (65.000đ) | Combo3 (55.000đ) | Combo 2 (65.000đ) | cải chua cá phi lê 酸菜鱼片汤 (53.000đ) | thịt bằm 瘦肉肉碎汤 (43.000đ) | khổ qua cá phi lê 苦瓜鱼片汤 (53.000đ) | bao tử 猪肚汤 (60.000đ) | thập cẩm 猪杂汤 (53.000đ) | BÚN CÁ CHIÊN GIÒN (炸鱼米粉） (60.000đ) | CÁ CHIÊN 炸鱼 (40.000đ) | Cơm Khoai Môn 芋头饭 (17.000đ) | Cơm trắng白饭 (10.000đ) | Bún gạo 米粉 (10.000đ),https://www.foody.vn/ho-chi-minh/hu-tieu-ca-bun-ca-chien-gion-com-khoai-mon-quan-6
Cháo Dinh Dưỡng Panda - Đặng Chất,9.3,"12 Đặng Chất, P. 3, Quận 8, TP. HCM",Chưa mở cửa  06:00 - 18:30,13.000đ - 35.000đ,10.7474720000000,106.6851900000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-luuhzevrrg9x63,9.7,9.4,9.4,9.2,9.0,Set thức ăn Heo Không Gia Vị ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Óc Heo Phô Mai ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Bò Không Gia Vị ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Gà Hạt Sen ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Cá Chép Hạt Sen ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Cá Chép Không Gia Vị ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Tôm ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Thịt Bò ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Bồ Câu Đậu Xanh ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Lươn Không Gia Vị ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Thịt Heo ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Cá Lóc ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Cá Hồi ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Bồ Câu Không Gia Vị ( CẤP ĐÔNG ) (25.000đ) | Set thức ăn Lươn ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Cá Bống Mú ( CẤP ĐÔNG ) (30.000đ) | Set thức ăn Tôm Hùm Sốt Bơ ( CẤP ĐÔNG ) (45.000đ) | Set thức ăn Cá Chẽm Đậu Đỏ ( CẤP ĐÔNG ) (30.000đ),https://www.foody.vn/ho-chi-minh/chao-dinh-duong-panda-dang-chat
Quán Một Nắng - Hải Sản Tươi Sống Cà Mau,7.4,"20 Đường 15 (Đường 11 Cũ) , Quận Gò Vấp, TP. HCM",Đang mở cửa  Cả ngày | 10:00 - 23:00,20.000đ - 150.000đ,10.8397549427947,106.6641086339950,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwep5euz6j8b11,9.0,9.0,7.0,6.0,6.0,,https://www.foody.vn/ho-chi-minh/quan-mot-nang-hai-san-tuoi-song-ca-mau
Chấm Đỏ - Parkson Lê Thánh Tôn,4.4,"Tầng 3,  Tầng 3 Parkson Lê Thánh Tôn, 35Bis - 45 Lê Thánh Tôn, Quận 1, TP. HCM",Chưa mở cửa  09:00 - 22:00,58.000đ - 68.000đ,10.7776420000000,106.7023170000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfzqxtkeg9na2,4.5,4.5,4.5,4.5,4.0,,https://www.foody.vn/ho-chi-minh/cham-do-parkson-le-thanh-ton
Bánh Tráng Trộn Cô Hạnh Quận 10 - Tô Hiến Thành,_._,"473/8/16 Tô Hiến Thành, P. 14, Quận 10, TP. HCM",Chưa mở cửa  12:00 - 21:00,Đang cập nhật,10.7732400000000,106.6621480000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mgjifl1gv8cp89,--,--,--,--,--,Bánh Tráng Trộn phần lớn (30.000đ) | Bánh Tráng Trộn phần nhỏ (25.000đ) | Bánh Tráng Cuốn (30.000đ) | Xoài Lắc (30.000đ) | Gỏi Xoài (40.000đ),https://www.foody.vn/ho-chi-minh/banh-trang-tron-co-hanh-quan-10-to-hien-thanh
Ốc Diễm - Vĩnh Khánh,_._,"80 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",Đang mở cửa  00:01 - 03:30 | 10:00 - 23:59,80.000đ - 150.000đ,10.7609946000000,106.7049284000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv9ntdsvlxgd8,--,--,--,--,--,Ốc mỡ xào me (150.000đ) | Ốc mỡ cháy tỏi (150.000đ) | Ốc mỡ xào bơ bắp (150.000đ) | Ốc mỡ rang muối (150.000đ) | Ốc mỡ trứng muối (160.000đ) | Ốc mỡ xào rau muống (150.000đ) | Ghẹ rang muối (170.000đ) | Ghẹ rang me (170.000đ) | Ghẹ cháy tỏi (170.000đ) | Ghẹ xào bơ bắp (170.000đ) | Ghẹ trứng muối (180.000đ) | Móng tay xào rau muống (90.000đ) | Móng tay xào mì (100.000đ) | Móng tay cháy tỏi (90.000đ) | Móng tay bơ bắp (90.000đ) | Móng tay xào me (90.000đ),https://www.foody.vn/ho-chi-minh/oc-diem-vinh-khanh
Anh Cafe - Lê Thánh Tôn,7.9,"Tầng 1,  Tầng 1, Số 194 Lê Thánh Tôn, Quận 1, TP. HCM",Chưa mở cửa  07:00 - 22:00,30.000đ - 55.000đ,10.7727460000000,106.6970820000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9a4w5znl5nd0,8.4,7.9,7.8,7.8,7.5,,https://www.foody.vn/ho-chi-minh/anh-cafe-le-thanh-ton
Bánh Tráng Hẻm - Bánh Tráng Mắm Ruốc - Quận 11,_._,"341/K20 Lạc Long Quân, Quận 11, TP. HCM",Chưa mở cửa  13:00 - 22:00,Đang cập nhật,10.7711757000000,106.6402196000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-mdsrfol2s5db67,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/banh-trang-hem-banh-trang-mam-ruoc-quan-11
PJ's Coffee - Thảo Điền,_._,"British International School, 101 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",Chưa mở cửa  06:00 - 16:00,30.000đ - 450.000đ,10.8080200000000,106.7325990000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu7e7vsyjt020,--,--,--,--,--,Cà phê sữa đá (37.000đ) | Iced latte (72.000đ) | Hot Americano (62.000đ) | Macchiato (65.000đ) | Espresso (52.000đ) | Iced Americano (62.000đ) | Hot cappuccino (72.000đ) | Iced cappuccino (72.000đ) | Hot latte (72.000đ) | Hot Vienna Crème (70.000đ) | Hot Caramel Crème (72.000đ) | Cold brew iced coffee (52.000đ) | Cold brew iced mocha (57.000đ) | Vanilla velvet ice (67.000đ) | Mocha velvet ice (67.000đ),https://www.foody.vn/ho-chi-minh/pj-s-coffee-thao-dien
Mì Quảng Mỹ Sơn - Phan Xích Long,5.8,"77-79 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",Chưa mở cửa  06:00 - 22:00,40.000đ - 70.000đ,10.7971855000000,106.6910653000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe15dmvwt0bc7,6.7,6.0,5.5,5.5,5.2,Mì Quảng Đặc Biệt Mỹ Sơn (83.000đ) | Mì Quảng Gà Ta Rút Xương (73.000đ) | Mì Quảng Sườn Heo Non (73.000đ) | Mì Quảng Tôm + Sườn (73.000đ) | Mì Quảng Lòng Gà Trứng Non (73.000đ) | Mì Quảng Chả Cua Chả Tôm (73.000đ) | Mì Quảng Gà Đùi (Lựa 100% Gà đùi) (83.000đ) | Mì Quảng Tôm (73.000đ) | Mì Quảng Cá Lóc (73.000đ) | Món thêm - Dĩa rau sống 1 người ăn (5.000đ) | Món thêm - Chén Mỳ Quảng thêm (10.000đ) | Món thêm - Chén nhân trứng cút (35.000đ) | Món thêm -  Bánh tráng nướng - 1 cái (15.000đ) | Món thêm - Chén nhân chả tôm/cua (55.000đ) | Món thêm - 1/2 cái bánh tráng (7.000đ) | Món thêm - Chén nhân lòng gà trứng non (55.000đ) | Món thêm - Chén nhân gà ta rút sương (55.000đ) | Món thêm - chén nhân sườn heo non (55.000đ),https://www.foody.vn/ho-chi-minh/mi-quang-my-son-phan-xich-long
OnOn Matcha - Café & Matcha - Bình Thạnh,_._,"1 Trần Văn Khê, Quận Bình Thạnh, TP. HCM",Đang mở cửa  06:30 - 23:59,Đang cập nhật,10.7931417000000,106.7051383000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mfr2ff2yq70qd1,--,--,--,--,--,Gặp Vấn Đề (1đ) | ĐƠN TRÊN 5 LY (1đ) | Cold Whisk Matcha - Best Seller (39.000đ) | Matcha Latte (37.000đ) | Oatside Matcha (yến mạch) (39.000đ) | Earl Grey Matcha - Best Seller (trà bá tước) (38.000đ) | Coco Matcha (nước dừa) (39.000đ) | Dừa Tắc (32.000đ) | Sữa Tươi Sương Sáo (31.000đ) | Oatside Cà Phê - Best Seller (30.000đ) | Cà Phê Sữa Tươi (29.000đ) | Bạc Xỉu (30.000đ) | Cà Phê Sương Sáo 550ml - Best Seller (32.000đ),https://www.foody.vn/ho-chi-minh/onon-matcha-cafe-matcha-binh-thanh
Hàu 10k - Bình Thành,_._,"174 Bình Thành, P. Bình Hưng Hòa B, Quận Bình Tân, TP. HCM",Chưa mở cửa  07:00 - 22:00,Đang cập nhật,10.8014540731159,106.5885226957393,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwauixfo2g9l9b,--,--,--,--,--,Hàu nướng tiêu xanh (12.000đ) | Hàu nướng phomai (13.000đ) | Sò huyết xào me (80.000đ) | Ốc hương sốt phomai trứng muối (155.000đ) | Ốc móng tay xào rau muống (60.000đ) | Ốc lác nướng tiêu xanh (85.000đ) | Ốc lác hấp thái (85.000đ) | Ốc buu nướng tiêu xanh (85.000đ) | Ốc bưu hấp thái (85.000đ) | Nghêu hấp thái (60.000đ) | Sò huyết lascote (80.000đ) | Sò huyết cháy tỏi (80.000đ) | Sò huyết rang muối (80.000đ) | Ốc mỡ hấp thái (99.000đ) | Ốc mỡ cháy tỏi (99.000đ) | Ốc mỡ rang muối (99.000đ) | Ốc mỡ xào me (99.000đ) | Ốc hương hấp thái (155.000đ),https://www.foody.vn/ho-chi-minh/hau-10k-binh-thanh
Xôi Bình Dân - Bùi Viện,_._,"146 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Chưa mở cửa  08:00 - 21:00,15.000đ - 30.000đ,10.7667830000000,106.6924870000000,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwerbhuzmfh5d8,--,--,--,--,--,,https://www.foody.vn/ho-chi-minh/xoi-binh-dan-bui-vien
Ban Mê Kem Cà Phê - Tân Bình,_._,"5/1 Nguyễn Sỹ Sách, P. 15, Quận Tân Bình, TP. HCM",Chưa mở cửa  07:00 - 23:00,Đang cập nhật,10.8191477000000,106.6332579000000,https://down-vn.img.susercontent.com/vn-11134513-820l4-mh2rqoat0hzg6c,--,--,--,--,--,CÀ PHÊ MUỐI (35.000đ) | BAN MÊ KEM X3 (38.000đ) | Combo ”Muối Mặn Mê” - 69K (69.000đ) | Combo “Đậm đà Ban Mê” - 75K (75.000đ) | Combo “Kem X3 Béo Mịn” - 85K (85.000đ) | Ban Mê Sữa Tươi (35.000đ) | Bạc Xỉu Muối (38.000đ) | Cà Phê Muối Khuấy Sẵn (35.000đ) | Caramel Muối (38.000đ) | Cà phê dừa (35.000đ) | Cà phê Trứng (38.000đ) | Mê Đặc Biệt (+KEM) (45.000đ) | Phê Dừa Muối (38.000đ) | Phin hạnh nhân (35.000đ) | Bạc Xỉu Kem Trứng (38.000đ),https://www.foody.vn/ho-chi-minh/ban-me-kem-ca-phe-tan-binh
Starbucks Coffee – Sư Vạn Hạnh,_._,"Slot 1-09A, Lầu 1, Van Hanh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",Chưa mở cửa  08:00 - 22:00,60.000đ - 100.000đ,10.7706064000000,106.6700330000000,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvanbassv5wf9,--,--,--,--,--,Peppermint Chocolate Cream Frappuccino® Blended Beverage​ (122.000đ) | Iced Peppermint Mocha (117.000đ) | Peppermint Mocha Frappuccino® Blended Beverage (122.000đ) | Peppermint Mocha (117.000đ) | Coffee Crusted Pork Sandwich (105.000đ) | Orange Rosemary Chicken Bagel (105.000đ) | Mixed Nuts & Fruit Banana Bread (65.000đ) | Coconut Milk Bun (55.000đ) | Chocolate Donut (60.000đ) | Banana Chocolate Muffin (70.000đ) | Floss Croffle (75.000đ) | Butter Croissant (55.000đ) | Chocolate Croissant (62.000đ),https://www.foody.vn/ho-chi-minh/starbucks-coffee-su-van-hanh
Mì Indomie - Cách Mạng Tháng 8,_._,"891 Cách Mạng Tháng 8, P. 7, Quận Tân Bình, TP. HCM",Chưa mở cửa  06:00 - 14:00,Đang cập nhật,10.7894011000000,106.6596906000000,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m45kky750d4g5a,--,--,--,--,--,Mì trộn thanh cua (28.000đ) | Mì (9.000đ) | Cá viên - 5 viên (10.000đ) | Thanh cua (12.000đ) | Trứng chiên (7.000đ) | Xúc xích - 1 cái (12.000đ),https://www.foody.vn/ho-chi-minh/mi-indomie-cach-mang-thang-8
